Message,Label,processed_text
"VakifBank Worldcarda gida,giyim,elektronik,kozmetik,kuyumda ilk 100TL sonrasi her 100TLye 10TL,toplam 100TL Worldpuan.KAZAN yaz kart son 6 hanesini 6635e gonder",spam,vakifbank worldcarda gida giyim elektronik kozmetik kuyumda ilk tl sonrasi tlye tl toplam tl worldpuan kazan yaz kart son hanesini gonder
Bitti mi,ham,bitti mi
Kontrole gittin mi,ham,kontrole gittin mi
Howz pain?hope u r fine..,ham,howz pain hope fine
"Lol ... Oh no babe, I wont be sliding into your place after midnight, but thanks for the invite",ham,lol oh babe wont sliding place midnight thanks invite
Mau nitip ga saya lagi di gerlong.,ham,mau nitip ga saya lagi di gerlong
But am going to college pa. What to do. are else ill come there it self. Pa.,ham,going college pa else ill come self pa
"31 Aralika kadar FAIZSIZ, UCRETSIZ, 3 Taksitli Nakit Avans! 31 Marta kadar 1.500 TL harcayin, yararlanin!NAKIT bosluk kartin son 6 hanesini 3404e gonderin!",spam,aralik kadar faizsiz ucretsiz taksitli nakit avans mart kadar tl harcayin yararlanin nakit bosluk kartin son hanesini gonderin
Ok. No wahala. Just remember that a friend in need ...,ham,ok wahala remember friend need
"Hyundai'nizi 16 Mayis'a kadar yetkili servisimize getirin, kampanya dahilindeki tum parca ve iscilikte %15 indirimi yakalayin! Randevu icin http://goo.gl/jCkQwi",spam,hyundai nizi mayis kadar yetkili servisimize getirin kampanya dahilindeki tum parca iscilikte indirimi yakalayin randevu icin
Kent vale lor... ÌÏ wait 4 me there ar?,ham,kent vale lor wait ar
"Yilbasinda 60TL bonus! Market,benzin,giyim,elektronikteki Garanti POS'larinda 100TL'lik ilk 4 isleme 5'er TL, 5.'ye 25TL, toplam 45 TL bonus! Ustelik Bonus Flas'tan katilirsan son isleme 25 yerine 40TL, toplam 60TL bonus! ",spam,yilbasinda tl bonus market benzin giyim elektronikteki garanti po larinda tl lik ilk isleme er tl ye tl toplam tl bonus ustelik bonus flas tan katilirsan son isleme yerine tl toplam tl bonus
"TOTAL'DE AYRI GUNLERDE 2 DEFA DAHA 75 TL VE UZERI HARCA, EKSTRA BONUS KAZAN! SON GUN 15 SUBAT!DETAYLI BiLGi: bonus.com.tr",spam,total ayri gunlerde tl uzeri harca ekstra bonus kazan son gun subat detayli bilgi bonus com tr
Only if you promise your getting out as SOON as you can. And you'll text me in the morning to let me know you made it in ok.,ham,promise getting soon text morning let know made ok
Terima kasih telah melakukan isi ulang di sunny15.Trx Sukses sbsar 10.000 SN:1790103904.BYR PLNTELKOM BISA.Kami tnggu kedatangan Anda kembali,spam,terima kasih telah melakukan isi ulang di sunny trx sukses sbsar sn byr plntelkom bisa kami tnggu kedatangan anda kembali
Kampanya: Sn. KAYA 32-100 gun vadeli 25.000-1.000.000TL arasi mevduatiniza ozel %12 Tanisma faiz orani firsati 1 Kasima kadar ATATURK UNV. Subemizde. VakifBank MERSIS: 6233294113736392,spam,kampanya sn kaya gun vadeli tl arasi mevduatiniza ozel tanisma faiz orani firsati kasima kadar ataturk unv subemizde vakifbank mersis
Wat time Ì_ wan today?,ham,wat time wan today
harddiskte yer var mi?,ham,harddiskte yer var mi
Home so we can always chat,ham,home always chat
Loans for any purpose even if you have Bad Credit! Tenants Welcome. Call NoWorriesLoans.com on 08717111821,spam,loan purpose even bad credit tenant welcome call noworriesloans com
"Jay wants to work out first, how's 4 sound?",ham,jay want work first sound
ATAKOY de sezonun DEV iNDiRiMi bugun basladi ..Tum bot ve cizme modellerinde NET %70 iNDiRiM!! Kacirmayin. Keyifli alisverisler. Mesaj iptal icin bit.ly/1HXmFWC,spam,atakoy sezonun dev indirimi bugun basladi tum bot cizme modellerinde net indirim kacirmayin keyifli alisverisler mesaj iptal icin bit ly hxmfwc
Oh pantesan tau gitu lgsg foto dipusatnya aja put,ham,oh pantesan tau gitu lgsg foto dipusatnya aja put
Indirim: Yeni 1 Alana 1 Bedava firsati basladi! Indirimler icin hemen tikla: http://goo.gl/Hha1G2 Cikmak icin: WTS yaz 3525'e gonder. Mersis: 0212037036400019,spam,indirim yeni alana bedava firsati basladi indirimler icin hemen tikla cikmak icin wts yaz gonder mersis
GRATIS 50 SMS ke sesame indosat selama 2 hari. Hanya dengna mengirimkan 50 SMS selama 10-16 Juni 2013. Bonus 1x diberikan maks 2x24jam. Info 100. US6,spam,gratis sm ke sesame indosat selama hari hanya dengna mengirimkan sm selama juni bonus diberikan mak jam info u
Söyledim bakalım becerebileceklermi:),ham,söyledim bakalım becerebileceklermi
Meltemim başın sağolsun güzel arkadaşım. Allah sabır versin ??,ham,meltemim başın sağolsun güzel arkadaşım allah sabır versin
LOL ... No just was busy,ham,lol busy
"URGENT!! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins",spam,urgent costa del sol holiday await collection call toclaim sae tc pobox stockport sk xh cost pm max min
"Hello.How u doing?What u been up 2?When will u b moving out of the flat, cos I will need to arrange to pick up the lamp, etc. Take care. Hello caroline!",ham,hello moving flat co need arrange pick lamp etc take care hello caroline
"Indirim: Sac Boyasi,Epilasyon,Sivi Sabunlarda %40 WatsonsCard indirimi basladi!Detaylar: http://goo.gl/czYCz4 Cikis:WTS yaz 3525e gonder.Mersis:0212037036400019",spam,indirim sac boyasi epilasyon sivi sabunlarda watsonscard indirimi basladi detaylar cikis wts yaz gonder mersis
İlk yarı bitti galiba,ham,lk yarı bitti galiba
Konu açılınca geldiğinde Aklıma geldi,ham,konu açılınca geldiğinde aklıma geldi
Dear got bus directly to calicut,ham,dear got bus directly calicut
"K, text me when you're on the way",ham,text way
Abi buluruz bi şekilde ??,ham,abi buluruz bi şekilde
Tum urunlerde %50 indirim firsati 13 Subat'a kadar Mugla Ruya Park AVM magazamizda sizlerle!SMS almamak icin RET yazip 4909'a gonderin.Mersis0326026979700012,spam,tum urunlerde indirim firsati subat kadar mugla ruya park avm magazamizda sizlerle sm almamak icin ret yazip gonderin mersis
network operator. The service is free. For T & C's visit 80488.biz,spam,network operator service free visit
Tüm yurt disi ucak biletlerinde (KKTC haric) 100TL indirim kodunuz: 8668F4-3990 https://goo.gl/xP8YSp SMS iptali icin BVL yazip 5830a gönderebilirsiniz,spam,yurt disi ucak biletlerinde kktc haric tl indirim kodunuz sm iptali icin bvl yazip gönderebilirsiniz
Seni yazmışlarmı futssala?,ham,seni yazmışlarmı futssala
Eşimin tez jüriligi vardı onun için geldik,ham,eşimin tez jüriligi vardı onun geldik
"plgn yth,TRI dan MNCTV sudah mengumumkan nomor anda pada tgl:03-Maret-2015 pagi tapi tdk tersambung jadi saya DESI HERMAWATI Costumer Servis TRI di PLAZA SEMANGGI Lt1 jl,JEND SUDIRMAN KAV50 JKT PST Mengirimkan sms penting sebelum jatuh tempo bahwa nomor simcard tri anda menang undian PESTA INTERNET TRI hadiah ke2 TOYOTA NEW YARIS,PIN anda:2d7id99.Info resmi klik;www.internet-tri.jimdo.com",spam,plgn yth tri dan mnctv sudah mengumumkan nomor anda pada tgl maret pagi tapi tdk tersambung jadi saya desi hermawati costumer servis tri di plaza semanggi lt jl jend sudirman kav jkt pst mengirimkan sm penting sebelum jatuh tempo bahwa nomor simcard tri anda menang undian pesta internet tri hadiah ke toyota new yaris pin anda id info resmi klik
"When you just put in the + sign, choose my number and the pin will show. Right?",ham,put sign choose number pin show right
Bahari MOI'de kutlamaya ne dersiniz? Yarin saat 19:00'da ucretsiz Model konseri ve gun boyu surecek etkinliklere davetlisiniz!,spam,bahari moi kutlamaya dersiniz yarin saat ucretsiz model konseri gun boyu surecek etkinliklere davetlisiniz
Kampanya: 100 TL'ye varan Worldpuan kampanyasi icin son gun Pazar. http://goo.gl/yKEHc9 SMS listemizden cikmak icin 4933'e KLIKSA RET yazip yollayabilirsiniz.,spam,kampanya tl ye varan worldpuan kampanyasi icin son gun pazar sm listemizden cikmak icin kliksa ret yazip yollayabilirsiniz
That would be great. We'll be at the Guild. Could meet on Bristol road or somewhere - will get in touch over weekend. Our plans take flight! Have a good week,ham,would great guild could meet bristol road somewhere get touch weekend plan take flight good week
Yup i thk they r e teacher said that will make my face look longer. Darren ask me not 2 cut too short.,ham,yup thk teacher said make face look longer darren ask cut short
Hayırlısı olsun,ham,hayırlısı olsun
"KARISTIR YAKISTIR! Hatemoglu'nda Takim,Ceket,Palto,Kaban ve Mont da diledigin secili 2.urun, Sezon indirimine ilave EXTRA %30 iNDiRiMLi! http://bit.ly/1sFM3su",spam,karistir yakistir hatemoglu nda takim ceket palto kaban mont diledigin secili urun sezon indirimine ilave extra indirimli
Are you coming to day for class.,ham,coming day class
Sadece içinde sosis ve Mısır olacak birde kaşar,ham,sadece içinde sosis mısır olacak birde kaşar
"Sn KARASOY, Size ozel 25TL INDIRIM! 13 Aralik'a kadar 150TL uzeri ilk alisverisinizde keyifle harcayin! Ustelik KIGILI ve ABDULLAH KIGILI'da %60 Indirim ve cek firsati devam ediyor. Bilgi: 0800 261 1938. Cikmak icin KGL yazip 2454'e gonderebilirsiniz. ",spam,sn karasoy size ozel tl indirim aralik kadar tl uzeri ilk alisverisinizde keyifle harcayin ustelik kigili abdullah kigili indirim cek firsati devam ediyor bilgi cikmak icin kgl yazip gonderebilirsiniz
Tum borclarini biraraya toplayip odemek icin BUTCE yaz 5202ye gonder (7TL/HFT) Iletisim tercihini degistirmek icin IZINIPTAL  yaz 2780e gonder,spam,tum borclarini biraraya toplayip odemek icin butce yaz ye gonder tl hft iletisim tercihini degistirmek icin iziniptal yaz gonder
Wat's da model num of ur phone?,ham,wat model num ur phone
"Promo Terbaru Toko Artha  jaya BB Dakota 3 jt Iphone5 3,5 jt BB Onyx3 2,8 jt Camera DLL Call Sms Ke : 085335875777",spam,promo terbaru toko artha jaya bb dakota jt iphone jt bb onyx jt camera dll call sm ke
As a Registered Subscriber yr draw 4 a å£100 gift voucher will b entered on receipt of a correct ans. When are the next olympics. Txt ans to 80062,spam,registered subscriber yr draw gift voucher entered receipt correct an next olympics txt an
At 4. Let's go to bill millers,ham,let go bill miller
"Men always needs a beautiful, intelligent, caring, loving, adjustable, cooperative wife. But the law allows only one wife....",ham,men always need beautiful intelligent caring loving adjustable cooperative wife law allows one wife
Eee babam ne dedi,ham,eee babam dedi
"Sn KARATAY, Kartinizdaki 7.5 TL puani kullanmaniz icin son gun 31 Aralik! Ustelik yeni yil alisverisiniz Net %60 Indirim ve 250TL uzeri %20 Hediye Ceki firsatiyla. Pantolon 69, 2 Gomlek 99, 2 Triko 130 TL! Bilgi:08002611938 ",spam,sn karatay kartinizdaki tl puani kullanmaniz icin son gun aralik ustelik yeni yil alisverisiniz net indirim tl uzeri hediye ceki firsatiyla pantolon gomlek triko tl bilgi
"YUMUSACIK YASTIKLAR VE KAPITONELI YASTIK ALEZLERI BU HAFTA 8.9TL,YATAK ALEZLERI TEK 17.9TL,CIFT K 24.9TL!SMS IPTAL5830A MC.MERSIS0273065777400019 madamecoco.com",spam,yumusacik yastiklar kapitoneli yastik alezleri hafta tl yatak alezleri tek tl cift tl sm iptal mc mersis madamecoco com
Çocuklar nasıl,ham,çocuklar
Then u going ikea str aft dat?,ham,going ikea str aft dat
"Ne lazimsa CarrefourSA! 17-20 Nisan'da, Antep Fistigi 29,90TL/Kg. CarrefourSA'dan kampanya SMS'i almak istemiyorsaniz 444 10 00'i arayabilirsiniz.",spam,lazimsa carrefoursa nisan antep fistigi tl kg carrefoursa dan kampanya sm almak istemiyorsaniz arayabilirsiniz
"Party's at my place at usf, no charge (but if you can contribute in any way it is greatly appreciated) and yeah, we got room for one more",ham,party place usf charge contribute way greatly appreciated yeah got room one
"Torium AVM Mağazamızda, Gömlek 19,90 TL, Pantolon 39,90 TL, Takım Elbise +Gömlek +Kravat 199,90 TL. Son Gün 31 Ağustos. SMS İptali İçin SUVARI Yaz 3347'e Gönder. Mersis No:0214042424000014",spam,torium avm mağazamızda gömlek tl pantolon tl takım elbise gömlek kravat tl son gün ağustos sm ptali çin suvari yaz gönder mersis
Can... I'm free...,ham,free
Hey morning what you come to ask:-) pa...,ham,hey morning come ask pa
DIGITURKTE FIRSAT! 180KANAL+AYDA 1000 FILM SADECE 20TL HEMEN ARAYANA HD BEDAVA YETISKIN+DIZI PAKET+LIGTV HEDIYE 02169120055 SMS ALMAMAK ICIN www.smsyasakla.com,spam,digiturkte firsat kanal ayda film sadece tl hemen arayana hd bedava yetiskin dizi paket ligtv hediye sm almamak icin
kamu kapan ke bandungg??,ham,kamu kapan ke bandungg
KAMPANYA: 3 AL 1 ODE BASLADI YORESEL LEZZETLER HARIC GEL AL'DA TUM ORTABOY PIZZALAR'DA GECERLIDIR. KAMPANYA 24.08.2015-02.09.2015 TARIHLERI ARASINDA GECERLIDIR. 02522125500 CIKIS ICIN RET DP YAZ 3347'YE GONDER MERSIS:0267065867700015 FIGENSOFT,spam,kampanya al ode basladi yoresel lezzetler haric gel al tum ortaboy pizzalar gecerlidir kampanya tarihleri arasinda gecerlidir cikis icin ret dp yaz ye gonder mersis figensoft
Sana özel NetWork kampanyasiyla kis sezonu alisverisinde 50 TL degerinde Paracik kazan. Kampanya detay: http://goo.gl/tCY8yv SMS almak istemiyorsaniz RET HOPI yazip 3347'ye gonderin. Mersis No: 0335041279900014,spam,sana özel network kampanyasiyla ki sezonu alisverisinde tl degerinde paracik kazan kampanya detay sm almak istemiyorsaniz ret hopi yazip ye gonderin mersis
You have WON a guaranteed å£1000 cash or a å£2000 prize. To claim yr prize call our customer service representative on 08714712412 between 10am-7pm Cost 10p,spam,guaranteed cash prize claim yr prize call customer service representative pm cost
What is important is that you prevent dehydration by giving her enough fluids,ham,important prevent dehydration giving enough fluid
Özgür abi yarın olacak o iş büyük ihtimal bugün olmayacak,ham,özgür abi yarın olacak iş büyük ihtimal bugün olmayacak
Carlos is taking his sweet time as usual so let me know when you and patty are done/want to smoke and I'll tell him to haul ass,ham,carlos taking sweet time usual let know patty done want smoke tell haul as
DIGITURK SISTEMINI EVINIZE UCRETSIZ KURUYORUZ!!! 180 KANAL +AYDA 1000 FILM SADECE 19 TL HEMAN ARAYANA HD HEDIYE 6 AY DİZİ YETISKIN VE LIG TV!!  02129850026,spam,digiturk sistemini evinize ucretsiz kuruyoruz kanal ayda film sadece tl heman arayana hd hediye ay di zi yetiskin lig tv
K ill drink.pa then what doing. I need srs model pls send it to my mail id pa.,ham,ill drink pa need sr model pls send mail id pa
You call him now ok i said call him,ham,call ok said call
Anlayamadım neden olduğunu,ham,anlayamadım olduğunu
"PAKET BRONET 24JAM 2GB 60hr Rp28800 akan segera aktif. Temukan penawaran menarik AXIS lainnya, telp *123#.Info838",spam,paket bronet jam gb hr rp akan segera aktif temukan penawaran menarik axis lainnya telp info
Yup but it's not giving me problems now so mayb i'll jus leave it...,ham,yup giving problem mayb jus leave
"Edison has rightly said, \A fool can ask more questions than a wise man can answer\"" Now you know why all of us are speechless during ViVa.. GM",ham,edison rightly said fool ask question wise man answer know u speechless viva gm
"Yeah, we got one lined up for us",ham,yeah got one lined u
No messages on her phone. I'm holding it now,ham,message phone holding
Lol ok your forgiven :),ham,lol ok forgiven
LANSMAN ÖNCESİ %15 FİYAT AVANTAJIYLA İSTANBUL'UN YATIRIM MERKEZİ ÇAĞLAYAN'DA DAP Y OFİS SATIŞA AÇILDI.ÜSTELİK DAP YAPI FİNANSMANIYLA %0 FAİZ İMKANI.2122943242,spam,lansman öncesi fi yat avantajiyla stanbul un yatirim merkezi çağlayan dap ofi satişa açildi üsteli dap yapi fi nansmaniyla fai mkani
Anda akan mengaktifkan Paket BBM Gratis berlaku 30 hari dari pertama kali aktivasi. Ketik FLASH (spasi) YA untuk melanjutkan,spam,anda akan mengaktifkan paket bbm gratis berlaku hari dari pertama kali aktivasi ketik flash spasi untuk melanjutkan
Azıcık destek ol bana Ben senin tam arkandayım :),ham,azıcık destek ol bana ben senin tam arkandayım
Now press conference da:),ham,press conference
Good words.... But words may leave u in dismay many times.,ham,good word word may leave dismay many time
"Kampanya: Money Dostu, Yilbasina ozel 29-31 Aralik arasinda Migrostan tek seferde yapacagin 50TL harcamana 5TL INDIRIM 6*****9 kartina tanimlandi! Alkol,sigara,TL dahil degildir. Kampanyadan 1 kere yararlanabilirsin.Bilgi icin, 4441044.",spam,kampanya money dostu yilbasina ozel aralik arasinda migrostan tek seferde yapacagin tl harcamana tl indirim kartina tanimlandi alkol sigara tl dahil degildir kampanyadan kere yararlanabilirsin bilgi icin
Now? I'm going out 4 dinner soon..,ham,going dinner soon
Anlasiliyor mu konuşmalar,ham,anlasiliyor konuşmalar
YVES ROCHER'de tum alisverislerinizde NET%25 INDIRIM ve BESLEYICI BAKIM YAGI HEDIYE! 3 ve uzeri urune ise EK%5 INDIRIM! (Cikis: YR>3172)Mersis0630038615700010,spam,yves rocher tum alisverislerinizde net indirim besleyici bakim yagi hediye uzeri urune ek indirim cikis yr mersis
"Ceyrek altinda buyuk firsat! 7'li ceyrek altin bugune ozel 1.046,90 TL! Ustelik Kargo Ucretsiz n11.com/7-altin",spam,ceyrek altinda buyuk firsat li ceyrek altin bugune ozel tl ustelik kargo ucretsiz com altin
